,Unnamed: 0.1,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
5844,5844,8008,1.0,1900-01-01 18:30:00,1900-01-01 18:40:00,1,0,0,30,7.2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
5845,5845,8009,1.0,1900-01-01 21:50:00,1900-01-01 21:55:00,2,0,0,38,23.2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1
5847,5847,8011,1.0,1900-01-01 20:50:00,1900-01-01 21:00:00,2,0,0,25,6.3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5849,5849,8015,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,0,0,0,27,17.3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
5850,5850,8016,1.0,1900-01-01 11:40:00,1900-01-01 11:50:00,0,0,0,20,9.7,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0
5852,5852,8019,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,0,0,0,16,4.9,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
5854,5854,8021,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,2,0,0,28,12.7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5857,5857,8027,1.0,1900-01-01 08:20:00,1900-01-01 08:25:00,5,1,0,24,5.6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
5858,5858,8028,1.0,1900-01-01 14:00:00,1900-01-01 14:10:00,5,1,0,26,10.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5859,5859,8029,1.0,1900-01-01 19:45:00,1900-01-01 19:55:00,6,1,0,37,49.2,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1
5860,5860,8030,1.0,1900-01-01 08:55:00,1900-01-01 09:10:00,6,1,0,25,5.2,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5863,5863,8040,1.0,1900-01-01 11:00:00,1900-01-01 11:05:00,2,0,0,23,5.9,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
5866,5866,8045,1.0,1900-01-01 15:55:00,1900-01-01 16:05:00,1,0,0,28,9.6,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0
5867,5867,8046,1.0,1900-01-01 20:15:00,1900-01-01 20:20:00,0,0,0,33,14.0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0
5868,5868,8047,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,6,1,0,29,27.7,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
5869,5869,8048,1.0,1900-01-01 17:35:00,1900-01-01 17:40:00,0,0,0,23,15.3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5873,5873,8053,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,6,1,0,38,14.4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5874,5874,8056,1.0,1900-01-01 19:35:00,1900-01-01 19:50:00,2,0,0,25,7.2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5875,5875,8057,1.0,1900-01-01 16:50:00,1900-01-01 17:00:00,1,0,0,15,13.9,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1
5876,5876,8058,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,0,0,0,38,18.5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0
5877,5877,8059,1.0,1900-01-01 09:20:00,1900-01-01 09:30:00,6,1,0,27,3.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
5879,5879,8062,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,3,0,0,32,2.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5880,5880,8065,1.0,1900-01-01 22:35:00,1900-01-01 22:40:00,0,0,0,21,11.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
5881,5881,8066,1.0,1900-01-01 20:25:00,1900-01-01 20:30:00,0,0,0,25,20.4,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
5884,5884,8069,1.0,1900-01-01 19:45:00,1900-01-01 19:55:00,4,0,0,11,26.8,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1
5885,5885,8070,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,3,0,0,26,19.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5888,5888,8075,1.0,1900-01-01 18:35:00,1900-01-01 18:40:00,2,0,0,31,8.0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
5890,5890,8078,2.0,1900-01-01 11:30:00,1900-01-01 11:35:00,1,0,0,52,4.4,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0
5891,5891,8079,1.0,1900-01-01 11:30:00,1900-01-01 11:40:00,5,1,0,28,3.9,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
5892,5892,8081,1.0,1900-01-01 18:50:00,1900-01-01 19:00:00,6,1,0,42,15.8,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1
5893,5893,8082,1.0,1900-01-01 08:30:00,1900-01-01 08:40:00,0,0,0,16,2.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5894,5894,8083,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,2,0,0,34,10.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
5895,5895,8085,1.0,1900-01-01 13:55:00,1900-01-01 14:10:00,6,1,0,27,10.7,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5896,5896,8086,2.0,1900-01-01 20:45:00,1900-01-01 20:50:00,0,0,0,43,32.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
5897,5897,8088,1.0,1900-01-01 13:45:00,1900-01-01 13:50:00,6,1,0,23,10.5,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
5898,5898,8089,1.0,1900-01-01 13:15:00,1900-01-01 13:20:00,0,0,0,34,12.7,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
5899,5899,8090,1.0,1900-01-01 17:35:00,1900-01-01 17:45:00,6,1,0,34,18.7,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
5902,5902,8094,1.0,1900-01-01 23:35:00,1900-01-01 23:50:00,3,0,0,12,10.2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
5905,5905,8102,1.0,1900-01-01 08:10:00,1900-01-01 08:25:00,3,0,0,16,2.6,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
5908,5908,8107,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,1,0,0,33,16.4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5911,5911,8113,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,0,0,0,15,6.8,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1
5913,5913,8115,1.0,1900-01-01 23:20:00,1900-01-01 23:35:00,6,1,0,36,19.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5915,5915,8117,1.0,1900-01-01 17:20:00,1900-01-01 17:25:00,0,0,0,41,22.2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5916,5916,8118,1.0,1900-01-01 08:50:00,1900-01-01 09:05:00,5,1,0,26,4.6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
5917,5917,8119,2.0,1900-01-01 18:50:00,1900-01-01 19:00:00,6,1,0,39,21.7,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5918,5918,8120,1.0,1900-01-01 18:10:00,1900-01-01 18:20:00,5,1,0,23,49.3,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0
5920,5920,8123,1.0,1900-01-01 21:15:00,1900-01-01 21:20:00,0,0,0,51,25.8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
5921,5921,8125,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,2,0,0,32,29.5,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0
5922,5922,8127,1.0,1900-01-01 23:45:00,1900-01-01 23:55:00,2,0,0,19,26.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
5923,5923,8128,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,6,1,0,29,32.9,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
5924,5924,8130,1.0,1900-01-01 21:10:00,1900-01-01 21:20:00,2,0,0,32,18.1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5926,5926,8134,1.0,1900-01-01 10:55:00,1900-01-01 11:00:00,0,0,0,24,2.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5927,5927,8135,1.0,1900-01-01 15:15:00,1900-01-01 15:30:00,3,0,0,33,9.5,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
5928,5928,8136,1.0,1900-01-01 22:25:00,1900-01-01 22:30:00,0,0,0,23,21.3,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
5929,5929,8137,1.0,1900-01-01 18:30:00,1900-01-01 18:35:00,4,0,0,21,18.5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
5930,5930,8138,1.0,1900-01-01 22:45:00,1900-01-01 22:55:00,6,1,0,22,6.4,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5931,5931,8139,1.0,1900-01-01 17:40:00,1900-01-01 17:50:00,3,0,0,17,11.6,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0
5933,5933,8142,1.0,1900-01-01 17:35:00,1900-01-01 17:45:00,4,0,0,43,19.9,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
5935,5935,8145,1.0,1900-01-01 10:35:00,1900-01-01 10:40:00,5,1,0,20,6.6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5936,5936,8147,2.0,1900-01-01 21:45:00,1900-01-01 21:55:00,2,0,0,44,13.2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5937,5937,8148,1.0,1900-01-01 16:10:00,1900-01-01 16:25:00,3,0,0,27,8.5,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
5939,5939,8151,1.0,1900-01-01 13:35:00,1900-01-01 13:40:00,2,0,0,25,11.9,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
5940,5940,8152,1.0,1900-01-01 14:15:00,1900-01-01 14:25:00,0,0,0,19,7.1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5941,5941,8153,1.0,1900-01-01 21:15:00,1900-01-01 21:25:00,1,0,0,32,16.3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5942,5942,8156,1.0,1900-01-01 18:25:00,1900-01-01 18:40:00,4,0,0,35,17.6,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
5943,5943,8157,1.0,1900-01-01 09:30:00,1900-01-01 09:35:00,6,1,0,20,4.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
5945,5945,8159,1.0,1900-01-01 17:25:00,1900-01-01 17:30:00,2,0,0,28,27.9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
5946,5946,8160,1.0,1900-01-01 16:50:00,1900-01-01 17:05:00,1,0,0,31,10.5,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
5948,5948,8164,1.0,1900-01-01 15:45:00,1900-01-01 16:00:00,6,1,0,39,7.8,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1
5949,5949,8166,1.0,1900-01-01 17:10:00,1900-01-01 17:15:00,3,0,0,35,24.4,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5952,5952,8170,1.0,1900-01-01 18:30:00,1900-01-01 18:45:00,2,0,0,19,13.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
5954,5954,8172,1.0,1900-01-01 18:50:00,1900-01-01 18:55:00,4,0,1,20,25.0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
5955,5955,8173,1.0,1900-01-01 18:10:00,1900-01-01 18:20:00,5,1,0,27,8.5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5957,5957,8175,1.0,1900-01-01 11:30:00,1900-01-01 11:40:00,6,1,0,15,5.3,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1
5958,5958,8177,1.0,1900-01-01 10:15:00,1900-01-01 10:20:00,2,0,0,17,6.6,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
5959,5959,8178,1.0,1900-01-01 08:30:00,1900-01-01 08:45:00,3,0,0,17,4.4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
5960,5960,8180,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,4,0,0,41,38.8,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
5962,5962,8182,1.0,1900-01-01 17:25:00,1900-01-01 17:35:00,6,1,0,23,21.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
5963,5963,8183,1.0,1900-01-01 19:35:00,1900-01-01 19:40:00,0,0,0,48,26.5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5965,5965,8185,1.0,1900-01-01 19:35:00,1900-01-01 19:40:00,6,1,0,30,6.2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5966,5966,8187,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,6,1,0,33,26.1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5967,5967,8188,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,2,0,0,27,16.6,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
5972,5972,8194,2.0,1900-01-01 12:20:00,1900-01-01 12:30:00,3,0,0,37,9.9,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5974,5974,8198,1.0,1900-01-01 08:40:00,1900-01-01 08:55:00,2,0,0,20,2.2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
5975,5975,8199,2.0,1900-01-01 20:20:00,1900-01-01 20:25:00,6,1,0,38,15.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5976,5976,8200,1.0,1900-01-01 15:30:00,1900-01-01 15:40:00,3,0,0,24,9.2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
5978,5978,8202,1.0,1900-01-01 19:00:00,1900-01-01 19:05:00,4,0,1,37,20.2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0
5980,5980,8205,1.0,1900-01-01 22:35:00,1900-01-01 22:45:00,6,1,0,22,11.4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5981,5981,8206,1.0,1900-01-01 23:10:00,1900-01-01 23:25:00,4,0,0,25,28.7,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5982,5982,8207,1.0,1900-01-01 20:30:00,1900-01-01 20:40:00,4,0,0,26,19.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5983,5983,8208,1.0,1900-01-01 18:55:00,1900-01-01 19:05:00,5,1,0,19,10.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
5985,5985,8211,1.0,1900-01-01 22:40:00,1900-01-01 22:55:00,3,0,0,23,13.6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5986,5986,8213,1.0,1900-01-01 12:00:00,1900-01-01 12:10:00,6,1,0,28,9.7,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
5987,5987,8214,1.0,1900-01-01 09:45:00,1900-01-01 10:00:00,5,1,0,25,2.6,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
5988,5988,8215,1.0,1900-01-01 11:20:00,1900-01-01 11:30:00,1,0,0,27,6.2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5990,5990,8221,2.0,1900-01-01 20:40:00,1900-01-01 20:55:00,1,0,0,40,34.4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5992,5992,8225,1.0,1900-01-01 17:55:00,1900-01-01 18:10:00,4,0,0,31,27.1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
5993,5993,8226,1.0,1900-01-01 22:40:00,1900-01-01 22:45:00,5,1,0,21,12.1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
5994,5994,8227,1.0,1900-01-01 21:40:00,1900-01-01 21:55:00,0,0,0,15,20.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5995,5995,8228,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,3,0,0,29,16.6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
5996,5996,8229,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,3,0,0,32,23.3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
5997,5997,8232,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,1,0,0,19,5.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5998,5998,8233,1.0,1900-01-01 21:55:00,1900-01-01 22:05:00,4,0,1,43,22.4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0
5999,5999,8234,1.0,1900-01-01 11:10:00,1900-01-01 11:25:00,1,0,0,29,8.3,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
6002,6002,8237,1.0,1900-01-01 14:35:00,1900-01-01 14:40:00,2,0,0,13,12.7,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0
6003,6003,8238,2.0,1900-01-01 21:00:00,1900-01-01 21:05:00,3,0,0,34,10.1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
6005,6005,8241,1.0,1900-01-01 20:15:00,1900-01-01 20:20:00,4,0,0,28,18.6,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
6006,6006,8242,1.0,1900-01-01 18:25:00,1900-01-01 18:40:00,2,0,0,36,19.7,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0
6007,6007,8243,1.0,1900-01-01 23:10:00,1900-01-01 23:15:00,1,0,0,24,19.4,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
6008,6008,8244,1.0,1900-01-01 23:25:00,1900-01-01 23:40:00,0,0,0,27,17.6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
6009,6009,8245,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,0,0,0,49,25.7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
6011,6011,8249,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,5,1,0,31,15.1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
6012,6012,8251,1.0,1900-01-01 08:35:00,1900-01-01 08:40:00,6,1,0,10,2.8,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0
6013,6013,8252,1.0,1900-01-01 08:50:00,1900-01-01 09:05:00,1,0,0,22,2.1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0
6014,6014,8253,1.0,1900-01-01 21:10:00,1900-01-01 21:25:00,1,0,0,19,13.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6015,6015,8254,1.0,1900-01-01 21:30:00,1900-01-01 21:35:00,5,1,0,21,6.2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0
6016,6016,8256,1.0,1900-01-01 11:50:00,1900-01-01 12:00:00,2,0,0,22,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
6017,6017,8259,1.0,1900-01-01 15:20:00,1900-01-01 15:25:00,5,1,0,18,8.6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
6019,6019,8261,1.0,1900-01-01 23:40:00,1900-01-01 23:50:00,5,1,0,18,13.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
6020,6020,8262,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,5,1,0,22,20.3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
6021,6021,8263,1.0,1900-01-01 18:45:00,1900-01-01 18:50:00,2,0,0,27,12.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
6022,6022,8264,1.0,1900-01-01 19:30:00,1900-01-01 19:45:00,5,1,0,16,22.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
6024,6024,8266,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,0,0,0,45,20.7,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
6025,6025,8268,1.0,1900-01-01 21:55:00,1900-01-01 22:10:00,6,1,0,27,25.1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
6026,6026,8269,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,5,1,0,34,13.5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6030,6030,8274,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,1,0,0,40,20.2,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
6032,6032,8276,1.0,1900-01-01 10:10:00,1900-01-01 10:15:00,3,0,0,24,2.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6033,6033,8278,1.0,1900-01-01 20:35:00,1900-01-01 20:40:00,4,0,1,35,15.9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6035,6035,8280,2.0,1900-01-01 21:55:00,1900-01-01 22:05:00,5,1,0,41,13.4,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
6036,6036,8281,2.0,1900-01-01 20:10:00,1900-01-01 20:20:00,5,1,0,42,16.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6037,6037,8282,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,3,0,0,34,13.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6038,6038,8283,1.0,1900-01-01 14:50:00,1900-01-01 14:55:00,2,0,0,20,10.2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0
6039,6039,8286,1.0,1900-01-01 22:30:00,1900-01-01 22:35:00,1,0,0,29,20.4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
6043,6043,8290,2.0,1900-01-01 19:50:00,1900-01-01 20:05:00,4,0,0,42,31.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6044,6044,8291,1.0,1900-01-01 17:30:00,1900-01-01 17:40:00,4,0,0,41,24.7,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
6045,6045,8292,1.0,1900-01-01 19:30:00,1900-01-01 19:45:00,2,0,0,41,17.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6046,6046,8295,2.0,1900-01-01 19:40:00,1900-01-01 19:45:00,2,0,0,37,45.2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6048,6048,8298,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,6,1,0,21,24.6,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
6049,6049,8299,1.0,1900-01-01 23:15:00,1900-01-01 23:25:00,1,0,0,22,14.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6050,6050,8300,1.0,1900-01-01 17:50:00,1900-01-01 17:55:00,1,0,0,36,13.5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
6051,6051,8301,1.0,1900-01-01 14:45:00,1900-01-01 14:55:00,3,0,0,14,9.1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
6052,6052,8303,1.0,1900-01-01 17:45:00,1900-01-01 18:00:00,2,0,0,15,13.5,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0
6053,6053,8304,1.0,1900-01-01 20:45:00,1900-01-01 21:00:00,4,0,0,44,26.2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
