,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min)
14702,22.514585,88.39331,22.544585,88.42331,2022-02-13,20:40,20:50,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 20:40:00,1900-01-01 20:50:00,6,1,0,27
32663,13.091809,80.219104,13.171809,80.299104,2022-03-27,19:15,19:20,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 19:15:00,1900-01-01 19:20:00,6,1,0,40
269,26.911378,75.789034,26.921378,75.799034,2022-01-04,8:15,8:20,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 08:15:00,1900-01-01 08:20:00,1,0,0,25
5326,12.970221,77.645396,13.010221,77.685396,2022-03-04,16:25,16:40,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 16:25:00,1900-01-01 16:40:00,4,0,0,26
21127,22.307898,73.167788,22.337898,73.197788,2022-11-03,17:25,17:35,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 17:25:00,1900-01-01 17:35:00,3,0,0,29
30826,18.536718,73.830327,18.646718,73.940327,2022-03-31,18:00,18:05,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:05:00,3,0,0,22
21203,12.325461,76.632278,12.405461,76.712278,2022-03-20,21:20,21:30,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,1900-01-01 21:20:00,1900-01-01 21:30:00,6,1,0,36
3763,22.307898,73.167788,22.397898,73.257788,2022-02-04,19:30,19:45,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:45:00,4,0,0,43
14402,13.02978,80.208812,13.04978,80.228812,2022-03-19,11:10,11:20,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 11:10:00,1900-01-01 11:20:00,5,1,0,25
8928,22.75004,75.902847,22.78004,75.932847,2022-03-24,18:15,18:30,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 18:15:00,1900-01-01 18:30:00,3,0,0,17
17385,11.022298,76.998349,11.152298,77.128349,2022-02-04,23:20,23:30,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 23:20:00,1900-01-01 23:30:00,4,0,0,23
12406,12.323994,76.626167,12.433994,76.736167,2022-03-31,17:10,17:20,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 17:10:00,1900-01-01 17:20:00,3,0,0,25
41219,22.552672,88.352885,22.632672,88.432885,2022-12-02,20:30,20:35,Fog,Jam,1,Meal,motorcycle,3.0,Yes,Metropolitian,1900-01-01 20:30:00,1900-01-01 20:35:00,4,0,0,47
7305,26.913726,75.75282,26.943726,75.78282,2022-11-03,22:30,22:45,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 22:30:00,1900-01-01 22:45:00,3,0,0,13
31617,12.986047,80.218114,13.026047,80.258114,2022-03-26,12:40,12:45,Windy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,1900-01-01 12:40:00,1900-01-01 12:45:00,5,1,0,23
31346,12.98041,77.640489,13.03041,77.690489,2022-03-30,18:30,18:45,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 18:30:00,1900-01-01 18:45:00,2,0,0,14
24031,23.351058,85.325731,23.361058,85.335731,2022-07-03,11:45,12:00,Sunny,High,2,Meal,motorcycle,1.0,No,Urban,1900-01-01 11:45:00,1900-01-01 12:00:00,6,1,0,14
8664,30.335259,78.053162,30.475259,78.193162,2022-02-14,20:10,20:20,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 20:10:00,1900-01-01 20:20:00,0,0,0,24
38689,22.308096,73.167753,22.418096,73.277753,2022-03-31,20:10,20:15,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,1900-01-01 20:10:00,1900-01-01 20:15:00,3,0,0,49
30726,22.514585,88.39331,22.584585,88.46331,2022-02-18,18:55,19:00,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 18:55:00,1900-01-01 19:00:00,4,0,0,31
22573,13.081878,80.248519,13.211878,80.378519,2022-03-14,22:40,22:50,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 22:40:00,1900-01-01 22:50:00,0,0,0,21
14165,9.985697,76.281128,10.095697,76.391128,2022-02-16,19:30,19:35,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:35:00,2,0,0,42
38802,17.430448,78.418213,17.500448,78.488213,2022-03-23,19:50,20:00,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 19:50:00,1900-01-01 20:00:00,2,0,0,46
7777,18.994237,72.825553,19.104237,72.935553,2022-03-27,17:45,18:00,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 17:45:00,1900-01-01 18:00:00,6,1,0,22
41120,12.972793,80.249982,13.012793,80.289982,2022-07-03,13:15,13:30,Sunny,High,0,Snack,motorcycle,3.0,No,Metropolitian,1900-01-01 13:15:00,1900-01-01 13:30:00,6,1,0,46
10378,12.913041,77.683237,12.973041,77.743237,2022-03-30,20:00,20:05,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 20:00:00,1900-01-01 20:05:00,2,0,0,28
5399,19.178321,72.834715,19.268321,72.924715,2022-08-03,18:50,19:05,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 19:05:00,2,0,0,39
10001,17.450851,78.379347,17.500851,78.429347,2022-07-03,22:40,22:55,Windy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 22:40:00,1900-01-01 22:55:00,6,1,0,29
3679,13.02978,80.208812,13.15978,80.338812,2022-03-29,20:45,20:50,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 20:45:00,1900-01-01 20:50:00,1,0,0,43
29025,11.006686,76.951736,11.096686,77.041736,2022-04-04,22:10,22:25,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,1900-01-01 22:10:00,1900-01-01 22:25:00,0,0,0,10
12191,11.003669,76.976494,11.133669,77.106494,2022-03-29,21:00,21:10,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 21:00:00,1900-01-01 21:10:00,1,0,0,33
5593,19.880256,75.323503,19.920256,75.363503,2022-02-15,16:50,17:05,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 16:50:00,1900-01-01 17:05:00,1,0,0,29
1000,22.31279,73.170283,22.33279,73.190283,2022-01-03,9:25,9:40,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 09:25:00,1900-01-01 09:40:00,0,0,0,29
31135,13.005801,80.250744,13.045801,80.290744,2022-03-03,15:25,15:35,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 15:25:00,1900-01-01 15:35:00,3,0,0,20
4384,26.472001,80.354002,26.512001,80.394002,2022-11-02,16:45,16:55,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 16:45:00,1900-01-01 16:55:00,2,0,0,29
32520,30.893234,75.82172,30.923234,75.85172,2022-02-17,21:45,22:00,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,1900-01-01 21:45:00,1900-01-01 22:00:00,3,0,0,32
14477,15.516833,73.768172,15.536833,73.788172,2022-02-13,10:50,11:00,Cloudy,Low,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 10:50:00,1900-01-01 11:00:00,6,1,0,18
26497,26.892312,75.806896,26.982312,75.896896,2022-04-04,17:55,18:05,Fog,Medium,0,Buffet,motorcycle,0.0,No,Urban,1900-01-01 17:55:00,1900-01-01 18:05:00,0,0,0,42
449,12.935662,77.61413,13.015662,77.69413,2022-04-04,22:15,22:20,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 22:15:00,1900-01-01 22:20:00,0,0,0,23
25189,19.103249,72.846749,19.193249,72.936749,2022-08-03,23:25,23:40,Sunny,Low,2,Snack,scooter,1.0,Yes,Metropolitian,1900-01-01 23:25:00,1900-01-01 23:40:00,2,0,0,43
41495,22.74806,75.8934,22.82806,75.9734,2022-03-23,23:20,23:30,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 23:20:00,1900-01-01 23:30:00,2,0,0,24
26641,11.001852,76.976268,11.091852,77.066268,2022-02-04,18:30,18:45,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,1900-01-01 18:30:00,1900-01-01 18:45:00,4,0,0,11
25219,22.310237,73.158921,22.380237,73.228921,2022-03-25,22:15,22:30,Sunny,Low,2,Meal,motorcycle,1.0,Yes,Metropolitian,1900-01-01 22:15:00,1900-01-01 22:30:00,4,0,0,42
35828,13.049645,80.242268,13.069645,80.262268,2022-03-24,9:35,9:50,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,1900-01-01 09:35:00,1900-01-01 09:50:00,3,0,0,22
9180,23.353783,85.326967,23.403783,85.376967,2022-03-15,23:20,23:35,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 23:20:00,1900-01-01 23:35:00,1,0,0,23
5934,18.554382,73.798206,18.634382,73.878206,2022-03-18,18:35,18:45,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:45:00,4,0,1,49
7331,17.438263,78.397865,17.518263,78.477865,2022-06-03,20:40,20:50,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 20:40:00,1900-01-01 20:50:00,4,0,0,36
7721,13.029198,77.570997,13.059198,77.600997,2022-05-04,23:20,23:35,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 23:20:00,1900-01-01 23:35:00,2,0,0,18
9362,19.880256,75.323503,19.900256,75.343503,2022-02-15,9:20,9:30,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 09:20:00,1900-01-01 09:30:00,1,0,0,16
30980,17.458998,78.500366,17.488998,78.530366,2022-09-03,18:25,18:35,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 18:25:00,1900-01-01 18:35:00,5,1,0,25
1808,26.913987,75.752891,27.043987,75.882891,2022-10-03,23:00,23:15,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 23:00:00,1900-01-01 23:15:00,0,0,0,20
36818,18.543626,73.905101,18.573626,73.935101,2022-01-04,23:45,23:50,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 23:45:00,1900-01-01 23:50:00,1,0,0,22
8193,13.064181,80.236442,13.074181,80.246442,2022-03-13,10:35,10:50,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 10:35:00,1900-01-01 10:50:00,6,1,0,19
37319,18.546947,73.900626,18.556947,73.910626,2022-03-30,8:50,9:00,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 08:50:00,1900-01-01 09:00:00,2,0,0,25
15763,22.310237,73.158921,22.360237,73.208921,2022-07-03,18:35,18:45,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 18:35:00,1900-01-01 18:45:00,6,1,0,19
39721,12.933284,77.615428,13.003284,77.685428,2022-03-18,23:00,23:15,Sunny,Low,1,Buffet,scooter,2.0,No,Metropolitian,1900-01-01 23:00:00,1900-01-01 23:15:00,4,0,1,44
12351,30.340722,78.060221,30.480722,78.200221,2022-12-02,20:10,20:25,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 20:10:00,1900-01-01 20:25:00,4,0,0,33
12875,26.911378,75.789034,26.991378,75.869034,2022-04-03,18:20,18:35,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 18:20:00,1900-01-01 18:35:00,6,1,0,29
41406,22.751857,75.866699,22.821857,75.936699,2022-04-03,20:15,20:25,Stormy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,1900-01-01 20:15:00,1900-01-01 20:25:00,6,1,0,42
31243,21.160437,72.774209,21.240437,72.854209,2022-03-16,17:35,17:50,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 17:35:00,1900-01-01 17:50:00,2,0,0,19
28726,26.911378,75.789034,26.921378,75.799034,2022-03-04,9:45,10:00,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,1900-01-01 09:45:00,1900-01-01 10:00:00,4,0,0,10
39165,13.064181,80.236442,13.144181,80.316442,2022-03-14,18:25,18:30,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,1900-01-01 18:25:00,1900-01-01 18:30:00,0,0,0,49
17163,21.170798,72.790489,21.300798,72.920489,2022-02-03,23:10,23:20,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 23:10:00,1900-01-01 23:20:00,3,0,0,25
4113,23.359407,85.325055,23.469407,85.435055,2022-03-20,19:30,19:35,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 19:30:00,1900-01-01 19:35:00,6,1,0,28
25710,22.311844,73.165081,22.421844,73.275081,2022-03-23,20:25,20:35,Cloudy,Jam,0,Snack,motorcycle,0.0,Yes,Semi-Urban,1900-01-01 20:25:00,1900-01-01 20:35:00,2,0,0,49
5872,26.921411,75.793604,26.981411,75.853604,2022-03-13,17:50,18:00,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:50:00,1900-01-01 18:00:00,6,1,0,35
27482,18.56245,73.916619,18.60245,73.956619,2022-03-04,12:45,13:00,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,1900-01-01 12:45:00,1900-01-01 13:00:00,4,0,0,17
9351,11.016298,76.972076,11.086298,77.042076,2022-03-31,23:35,23:45,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 23:35:00,1900-01-01 23:45:00,3,0,0,23
41132,22.553227,88.353273,22.643227,88.443273,2022-12-02,18:25,18:35,Fog,Medium,0,Buffet,motorcycle,3.0,Yes,Metropolitian,1900-01-01 18:25:00,1900-01-01 18:35:00,4,0,0,48
27611,26.905287,75.794592,26.935287,75.824592,2022-07-03,20:15,20:30,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Urban,1900-01-01 20:15:00,1900-01-01 20:30:00,6,1,0,10
38238,18.539299,73.897902,18.569299,73.927902,2022-03-19,23:30,23:45,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 23:30:00,1900-01-01 23:45:00,5,1,0,17
34477,26.956431,75.776649,27.036431,75.856649,2022-06-04,20:55,21:10,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:10:00,5,1,0,18
14025,17.438263,78.397865,17.488263,78.447865,2022-09-03,20:00,20:10,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,1900-01-01 20:00:00,1900-01-01 20:10:00,5,1,0,33
27533,25.454697,81.834492,25.564697,81.944492,2022-02-18,20:55,21:00,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Urban,1900-01-01 20:55:00,1900-01-01 21:00:00,4,0,0,23
15751,22.75004,75.902847,22.80004,75.952847,2022-01-03,18:15,18:30,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 18:15:00,1900-01-01 18:30:00,0,0,0,24
26292,17.458998,78.500366,17.528998,78.570366,2022-04-04,20:50,21:00,Fog,Jam,1,Buffet,scooter,0.0,No,Urban,1900-01-01 20:50:00,1900-01-01 21:00:00,0,0,0,33
21120,19.207222,72.972281,19.287222,73.052281,2022-03-20,17:20,17:25,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,1900-01-01 17:20:00,1900-01-01 17:25:00,6,1,0,17
21133,23.359407,85.325055,23.439407,85.405055,2022-02-03,18:25,18:35,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,1900-01-01 18:25:00,1900-01-01 18:35:00,3,0,0,42
15770,19.207222,72.972281,19.247222,73.012281,2022-03-21,13:00,13:15,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,1900-01-01 13:00:00,1900-01-01 13:15:00,0,0,0,19
15437,12.981615,80.231598,13.011615,80.261598,2022-01-04,21:35,21:40,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,1900-01-01 21:35:00,1900-01-01 21:40:00,1,0,0,28
30779,12.975996,80.221898,13.065996,80.311898,2022-03-29,17:45,17:55,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 17:45:00,1900-01-01 17:55:00,1,0,0,15
15630,21.186438,72.794115,21.216438,72.824115,2022-03-04,18:10,18:15,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 18:10:00,1900-01-01 18:15:00,4,0,0,13
8847,18.546258,73.904337,18.626258,73.984337,2022-03-20,20:20,20:25,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 20:20:00,1900-01-01 20:25:00,6,1,0,23
20471,22.760072,75.892574,22.840072,75.972574,2022-03-23,18:30,18:35,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,1900-01-01 18:30:00,1900-01-01 18:35:00,2,0,0,27
1450,30.902872,75.826808,30.922872,75.846808,2022-11-02,9:00,9:10,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 09:00:00,1900-01-01 09:10:00,2,0,0,20
27605,18.636215,73.751081,18.696215,73.811081,2022-03-04,19:55,20:10,Sunny,Jam,1,Meal,motorcycle,0.0,No,Urban,1900-01-01 19:55:00,1900-01-01 20:10:00,4,0,0,12
10849,26.849596,75.800512,26.929596,75.880512,2022-10-03,21:40,21:50,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 21:40:00,1900-01-01 21:50:00,0,0,0,28
15853,11.024839,77.007003,11.064839,77.047003,2022-03-30,12:15,12:30,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 12:15:00,1900-01-01 12:30:00,2,0,0,27
8522,30.372202,78.077151,30.412202,78.117151,2022-02-15,13:45,14:00,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 13:45:00,1900-01-01 14:00:00,1,0,0,27
29444,18.543626,73.905101,18.613626,73.975101,2022-12-03,18:00,18:05,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:05:00,5,1,0,31
3355,30.895204,75.822103,31.025204,75.952103,2022-12-02,19:20,19:25,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 19:20:00,1900-01-01 19:25:00,4,0,0,42
38240,12.978453,77.643685,13.058453,77.723685,2022-12-03,22:10,22:15,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 22:10:00,1900-01-01 22:15:00,5,1,0,22
29915,12.323994,76.626167,12.383994,76.686167,2022-01-04,17:35,17:50,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 17:35:00,1900-01-01 17:50:00,1,0,0,23
21334,17.411028,78.329645,17.461028,78.379645,2022-03-13,19:15,19:25,Fog,Jam,2,Snack,scooter,1.0,No,Urban,1900-01-01 19:15:00,1900-01-01 19:25:00,6,1,0,35
23772,11.022477,76.995667,11.052477,77.025667,2022-03-15,18:10,18:20,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,1900-01-01 18:10:00,1900-01-01 18:20:00,1,0,0,22
1809,23.264015,77.408236,23.394015,77.538236,2022-02-18,22:15,22:20,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 22:15:00,1900-01-01 22:20:00,4,0,0,27
18453,22.538731,88.364878,22.648731,88.474878,2022-02-18,17:40,17:55,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,1900-01-01 17:40:00,1900-01-01 17:55:00,4,0,0,30
36371,22.31279,73.170283,22.39279,73.250283,2022-03-14,23:55,0:10,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 23:55:00,1900-01-01 00:10:00,0,0,0,20
38726,11.003669,76.976494,11.083669,77.056494,2022-04-03,21:55,22:05,Sandstorms,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 21:55:00,1900-01-01 22:05:00,6,1,0,32
10963,18.994237,72.825553,19.034237,72.865553,2022-03-26,15:00,15:15,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 15:00:00,1900-01-01 15:15:00,5,1,0,30
31208,23.214294,77.435361,23.264294,77.485361,2022-11-02,18:20,18:25,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,1900-01-01 18:20:00,1900-01-01 18:25:00,2,0,0,16
18751,12.935662,77.61413,13.015662,77.69413,2022-03-25,18:45,18:50,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,1900-01-01 18:45:00,1900-01-01 18:50:00,4,0,0,39
32123,12.311072,76.654878,12.351072,76.694878,2022-03-19,12:45,12:55,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,1900-01-01 12:45:00,1900-01-01 12:55:00,5,1,0,11
13999,10.96185,76.971082,11.03185,77.041082,2022-06-04,19:50,19:55,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,1900-01-01 19:50:00,1900-01-01 19:55:00,5,1,0,22
20460,12.933298,77.614293,12.963298,77.644293,2022-09-03,21:00,21:05,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Urban,1900-01-01 21:00:00,1900-01-01 21:05:00,5,1,0,30
16088,12.972161,77.596014,13.032161,77.656014,2022-03-19,21:15,21:25,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:15:00,1900-01-01 21:25:00,5,1,0,24
11884,13.064181,80.236442,13.174181,80.346442,2022-02-03,21:25,21:35,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 21:25:00,1900-01-01 21:35:00,3,0,0,34
22693,26.911378,75.789034,27.041378,75.919034,2022-03-16,21:25,21:40,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,1900-01-01 21:25:00,1900-01-01 21:40:00,2,0,0,31
20252,19.178321,72.834715,19.238321,72.894715,2022-03-30,17:50,18:05,Stormy,Medium,2,Snack,motorcycle,1.0,No,Urban,1900-01-01 17:50:00,1900-01-01 18:05:00,2,0,0,24
23635,12.321214,76.621094,12.451214,76.751094,2022-08-03,19:45,20:00,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,1900-01-01 19:45:00,1900-01-01 20:00:00,2,0,0,33
39552,12.304569,76.643622,12.344569,76.683622,2022-03-30,13:00,13:05,Sunny,High,0,Drinks,motorcycle,2.0,No,Metropolitian,1900-01-01 13:00:00,1900-01-01 13:05:00,2,0,0,52
38785,11.022477,76.995667,11.112477,77.085667,2022-03-29,21:55,22:00,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,1900-01-01 21:55:00,1900-01-01 22:00:00,1,0,0,41
17463,25.451646,81.832796,25.531646,81.912796,2022-02-14,22:55,23:10,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 22:55:00,1900-01-01 23:10:00,0,0,0,21
10847,17.429585,78.392621,17.509585,78.472621,2022-04-03,18:50,19:00,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 19:00:00,6,1,0,27
4671,25.449659,81.839744,25.519659,81.909744,2022-02-14,17:40,17:45,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 17:40:00,1900-01-01 17:45:00,0,0,0,37
1120,23.369746,85.33982,23.459746,85.42982,2022-03-23,23:00,23:10,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,1900-01-01 23:00:00,1900-01-01 23:10:00,2,0,0,22
13082,19.065838,72.832658,19.155838,72.922658,2022-03-27,20:55,21:00,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 20:55:00,1900-01-01 21:00:00,6,1,0,32
31096,22.311844,73.165081,22.371844,73.225081,2022-03-24,18:50,19:00,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,1900-01-01 18:50:00,1900-01-01 19:00:00,3,0,0,21
24427,12.972793,80.249982,13.082793,80.359982,2022-03-16,23:50,23:55,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,1900-01-01 23:50:00,1900-01-01 23:55:00,2,0,0,25
23353,11.016298,76.972076,11.026298,76.982076,2022-03-17,10:10,10:25,Fog,Low,1,Meal,motorcycle,1.0,No,Urban,1900-01-01 10:10:00,1900-01-01 10:25:00,3,0,0,17
4530,22.538731,88.364878,22.608731,88.434878,2022-02-16,18:00,18:05,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,1900-01-01 18:00:00,1900-01-01 18:05:00,2,0,0,30
2029,15.546594,73.760431,15.556594,73.770431,2022-02-13,10:25,10:30,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,1900-01-01 10:25:00,1900-01-01 10:30:00,6,1,0,23
33959,11.024839,77.007003,11.084839,77.067003,2022-03-30,20:35,20:50,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,1900-01-01 20:35:00,1900-01-01 20:50:00,2,0,0,20
27608,18.539299,73.897902,18.599299,73.957902,2022-03-28,20:35,20:45,Stormy,Jam,1,Drinks,motorcycle,0.0,No,Urban,1900-01-01 20:35:00,1900-01-01 20:45:00,0,0,0,14
38719,17.429585,78.392621,17.499585,78.462621,2022-10-03,19:50,20:00,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,1900-01-01 19:50:00,1900-01-01 20:00:00,0,0,0,43
8127,26.481547,80.299775,26.621547,80.439775,2022-02-16,0:00,0:15,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,1900-01-01 00:00:00,1900-01-01 00:15:00,2,0,0,29
33454,26.914142,75.805704,27.044142,75.935704,2022-03-20,22:00,22:10,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,1900-01-01 22:00:00,1900-01-01 22:10:00,6,1,0,15
39440,13.081878,80.248519,13.151878,80.318519,2022-06-04,19:00,19:05,Fog,Medium,2,Meal,scooter,2.0,No,Metropolitian,1900-01-01 19:00:00,1900-01-01 19:05:00,5,1,0,39
37865,22.695207,75.866059,22.805207,75.976059,2022-04-03,23:00,23:05,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,1900-01-01 23:00:00,1900-01-01 23:05:00,6,1,0,19
15881,22.761226,75.887522,22.791226,75.917522,2022-03-04,21:55,22:10,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,1900-01-01 21:55:00,1900-01-01 22:10:00,4,0,0,26
11889,12.975996,80.221898,13.045996,80.291898,2022-06-03,21:55,22:10,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,1900-01-01 21:55:00,1900-01-01 22:10:00,4,0,0,37
